ID,PO No,Supplier ID,PO Date,ITEM NO,Quantity,INVENTORY ID,PO DateReceived,PO DateRequired,PO DateRevised,QtyReceived,ShipBy,SpecialRequest,POLineClosed,Scanned,Tag,ShipLocalle,UnitCost
172187,35872,Ltcp137,11/12/2025,16,1,NC0024L3.2-CLEARCOAT  30 %,11/14/2025,11/13/2025,,1,,,-1,,,Main Plant,0
172426,35920,Ltcp137,11/14/2025,1,1,528110,11/17/2025,11/17/2025,,1,,,-1,,,Main Plant,0
172427,35920,Ltcp137,11/14/2025,2,40,528802,11/17/2025,11/17/2025,,40,,,-1,,,Main Plant,0
172428,35920,Ltcp137,11/14/2025,3,1,Gentek 554,11/17/2025,11/17/2025,,1,,,-1,,,Main Plant,0
172429,35920,Ltcp137,11/14/2025,4,5,528925,11/17/2025,11/17/2025,,5,,,-1,,,Main Plant,0
172430,35920,Ltcp137,11/14/2025,5,2,528219,11/17/2025,11/17/2025,,2,,,-1,,,Main Plant,0
172431,35920,Ltcp137,11/14/2025,6,2,528304,11/17/2025,11/17/2025,,2,,,-1,,,Main Plant,0
172432,35920,Ltcp137,11/14/2025,7,5,528111,11/17/2025,11/17/2025,,5,,,-1,,,Main Plant,0
172433,35920,Ltcp137,11/14/2025,8,3,528634,11/17/2025,11/17/2025,,3,,,-1,,,Main Plant,0
172434,35920,Ltcp137,11/14/2025,9,5,528021,11/17/2025,11/17/2025,,5,,,-1,,,Main Plant,0
172435,35920,Ltcp137,11/14/2025,10,2,585022,11/17/2025,11/17/2025,,2,,,-1,,,Main Plant,0
172436,35920,Ltcp137,11/14/2025,11,8,400050,11/17/2025,11/17/2025,,8,,,-1,,,Main Plant,0
172437,35920,Ltcp137,11/14/2025,12,1,Gentek 265,11/17/2025,11/17/2025,,1,,,-1,,,Main Plant,0
172438,35920,Ltcp137,11/14/2025,13,1,Gentek 5P8,11/17/2025,11/17/2025,,1,,,-1,,,Main Plant,0
172439,35920,Ltcp137,11/14/2025,14,1,Gentek 5H2,11/17/2025,11/17/2025,,1,,,-1,,,Main Plant,0
172440,35920,Ltcp137,11/14/2025,15,1,NC0024L3.2-CLEARCOAT  30 %,11/17/2025,11/17/2025,,1,,,-1,,,Main Plant,0
172682,35953,Ltcp137,11/17/2025,1,1,70132,11/19/2025,11/18/2025,,1,,,-1,,,Main Plant,0
172683,35953,Ltcp137,11/17/2025,2,1,70134,11/19/2025,11/18/2025,,1,,,-1,,,Main Plant,0
172684,35953,Ltcp137,11/17/2025,3,4,400050,11/19/2025,11/18/2025,,4,,,-1,,,Main Plant,0
172685,35953,Ltcp137,11/17/2025,4,3,KV Solid Cream,11/19/2025,11/18/2025,,3,,,-1,,,Main Plant,0
172686,35953,Ltcp137,11/17/2025,5,1,Gentek P31,11/19/2025,11/18/2025,,1,,,-1,,,Main Plant,0
172730,35961,Ltcp137,11/17/2025,1,10,528802,11/21/2025,11/17/2025,,10,,,-1,,,Patio Door Plant,0
172731,35961,Ltcp137,11/17/2025,2,1,528925,11/21/2025,11/17/2025,,1,,,-1,,,Patio Door Plant,0
172732,35961,Ltcp137,11/17/2025,3,1,528210,11/21/2025,11/17/2025,,1,,,-1,,,Patio Door Plant,0
172733,35961,Ltcp137,11/17/2025,4,1,528634,11/21/2025,11/17/2025,,1,,,-1,,,Patio Door Plant,0
172734,35961,Ltcp137,11/17/2025,5,1,528616,11/21/2025,11/17/2025,,1,,,-1,,,Patio Door Plant,0
172735,35961,Ltcp137,11/17/2025,6,1,528021,11/21/2025,11/17/2025,,1,,,-1,,,Patio Door Plant,0
172999,36000,Ltcp137,11/20/2025,1,1,CS1164,11/24/2025,11/21/2025,,1,,,-1,,,Main Plant,0
173000,36000,Ltcp137,11/20/2025,2,30,528802,11/24/2025,11/21/2025,,30,,,-1,,,Main Plant,0
173001,36000,Ltcp137,11/20/2025,3,1,528214,11/24/2025,11/21/2025,,1,,,-1,,,Main Plant,0
173002,36000,Ltcp137,11/20/2025,4,2,Gentek 554,11/24/2025,11/21/2025,,2,,,-1,,,Main Plant,0
173003,36000,Ltcp137,11/20/2025,5,4,528925,11/24/2025,11/21/2025,,4,,,-1,,,Main Plant,0
173004,36000,Ltcp137,11/20/2025,6,1,70131,11/24/2025,11/21/2025,,1,,,-1,,,Main Plant,0
173005,36000,Ltcp137,11/20/2025,7,1,70134,11/24/2025,11/21/2025,,1,,,-1,,,Main Plant,0
173006,36000,Ltcp137,11/20/2025,8,1,528210,11/24/2025,11/21/2025,,1,,,-1,,,Main Plant,0
173007,36000,Ltcp137,11/20/2025,9,1,528221,11/24/2025,11/21/2025,,1,,,-1,,,Main Plant,0
173008,36000,Ltcp137,11/20/2025,10,3,528111,11/24/2025,11/21/2025,,3,,,-1,,,Main Plant,0
173009,36000,Ltcp137,11/20/2025,11,1,400426,11/24/2025,11/21/2025,,1,,,-1,,,Main Plant,0
173010,36000,Ltcp137,11/20/2025,12,3,528634,11/24/2025,11/21/2025,,3,,,-1,,,Main Plant,0
173011,36000,Ltcp137,11/20/2025,13,2,528021,11/24/2025,11/21/2025,,2,,,-1,,,Main Plant,0
173012,36000,Ltcp137,11/20/2025,14,1,585022,11/24/2025,11/21/2025,,1,,,-1,,,Main Plant,0
173013,36000,Ltcp137,11/20/2025,15,3,400050,11/24/2025,11/21/2025,,3,,,-1,,,Main Plant,0
173014,36000,Ltcp137,11/20/2025,16,1,Gentek 265,11/24/2025,11/21/2025,,1,,,-1,,,Main Plant,0
173015,36000,Ltcp137,11/20/2025,17,1,Gentek 567,11/24/2025,11/21/2025,,1,,,-1,,,Main Plant,0
173016,36000,Ltcp137,11/20/2025,18,1,Gentek 5P8,11/24/2025,11/21/2025,,1,,,-1,,,Main Plant,0
173017,36000,Ltcp137,11/20/2025,19,1,Gentek 5H2,11/24/2025,11/21/2025,,1,,,-1,,,Main Plant,0
173018,36000,Ltcp137,11/20/2025,20,2,NC0024L3.2-CLEARCOAT  30 %,11/24/2025,11/21/2025,,2,,,-1,,,Main Plant,0
173287,36056,Ltcp137,11/24/2025,1,1,528634,11/28/2025,11/25/2025,,1,,,-1,,,Patio Door Plant,0
173288,36056,Ltcp137,11/24/2025,2,1,528613,11/28/2025,11/25/2025,,1,,,-1,,,Patio Door Plant,0
173289,36056,Ltcp137,11/24/2025,3,1,528021,11/28/2025,11/25/2025,,1,,,-1,,,Patio Door Plant,0
173290,36056,Ltcp137,11/24/2025,4,1,400050,11/28/2025,11/25/2025,,1,,,-1,,,Patio Door Plant,0
173317,36065,Ltcp137,11/25/2025,1,1,CS1164,12/1/2025,11/25/2025,,1,,,-1,,,Main Plant,0
173318,36065,Ltcp137,11/25/2025,2,50,528802,12/1/2025,11/25/2025,,50,,,-1,,,Main Plant,0
173319,36065,Ltcp137,11/25/2025,3,1,528214,12/1/2025,11/25/2025,,1,,,-1,,,Main Plant,0
173320,36065,Ltcp137,11/25/2025,4,1,528620,12/1/2025,11/25/2025,,1,,,-1,,,Main Plant,0
173321,36065,Ltcp137,11/25/2025,5,2,Gentek 554,12/1/2025,11/25/2025,,2,,,-1,,,Main Plant,0
173322,36065,Ltcp137,11/25/2025,6,4,528925,12/1/2025,11/25/2025,,4,,,-1,,,Main Plant,0
173323,36065,Ltcp137,11/25/2025,7,2,70131,12/1/2025,11/25/2025,,2,,,-1,,,Main Plant,0
173324,36065,Ltcp137,11/25/2025,8,2,70134,12/1/2025,11/25/2025,,2,,,-1,,,Main Plant,0
173325,36065,Ltcp137,11/25/2025,9,2,528210,12/1/2025,11/25/2025,,2,,,-1,,,Main Plant,0
173326,36065,Ltcp137,11/25/2025,10,1,528221,12/1/2025,11/25/2025,,1,,,-1,,,Main Plant,0
173327,36065,Ltcp137,11/25/2025,11,1,528304,12/1/2025,11/25/2025,,1,,,-1,,,Main Plant,0
173328,36065,Ltcp137,11/25/2025,12,4,528111,12/1/2025,11/25/2025,,4,,,-1,,,Main Plant,0
173329,36065,Ltcp137,11/25/2025,13,1,400426,12/1/2025,11/25/2025,,1,,,-1,,,Main Plant,0
173330,36065,Ltcp137,11/25/2025,14,7,528634,12/1/2025,11/25/2025,,7,,,-1,,,Main Plant,0
173331,36065,Ltcp137,11/25/2025,15,2,528613,12/1/2025,11/25/2025,,2,,,-1,,,Main Plant,0
173332,36065,Ltcp137,11/25/2025,16,6,528021,12/1/2025,11/25/2025,,6,,,-1,,,Main Plant,0
173333,36065,Ltcp137,11/25/2025,17,2,585022,12/1/2025,11/25/2025,,2,,,-1,,,Main Plant,0
173334,36065,Ltcp137,11/25/2025,18,8,400050,12/1/2025,11/25/2025,,8,,,-1,,,Main Plant,0
173335,36065,Ltcp137,11/25/2025,19,2,Gentek 265,12/1/2025,11/25/2025,,2,,,-1,,,Main Plant,0
173336,36065,Ltcp137,11/25/2025,20,1,Gentek 567,12/1/2025,11/25/2025,,1,,,-1,,,Main Plant,0
173337,36065,Ltcp137,11/25/2025,21,1,Gentek 513,12/1/2025,11/25/2025,,1,,,-1,,,Main Plant,0
173338,36065,Ltcp137,11/25/2025,22,1,Gentek 5P8,12/1/2025,11/25/2025,,1,,,-1,,,Main Plant,0
173339,36065,Ltcp137,11/25/2025,23,1,Gentek 5H2,12/1/2025,11/25/2025,,1,,,-1,,,Main Plant,0
173340,36065,Ltcp137,11/25/2025,24,2,NC0024L3.2-CLEARCOAT  30 %,12/1/2025,11/25/2025,,2,,,-1,,,Main Plant,0
173559,36110,Ltcp137,11/27/2025,1,1,CS1152,12/1/2025,11/28/2025,,1,,,-1,,,Main Plant,0
173560,36110,Ltcp137,11/27/2025,2,1,MATT BLACK,12/1/2025,11/28/2025,,1,,,-1,,,Main Plant,0
173561,36110,Ltcp137,11/27/2025,3,1,Gentek 542,12/1/2025,11/28/2025,,1,,,-1,,,Main Plant,0
173677,36140,Ltcp137,12/1/2025,1,10,528802,12/2/2025,12/2/2025,,10,,,-1,,,Main Plant,0
173678,36140,Ltcp137,12/1/2025,2,3,528219,12/2/2025,12/2/2025,,3,,,-1,,,Main Plant,0
173679,36140,Ltcp137,12/1/2025,3,1,528021,12/2/2025,12/2/2025,,1,,,-1,,,Main Plant,0
173680,36140,Ltcp137,12/1/2025,4,1,585022,12/2/2025,12/2/2025,,1,,,-1,,,Main Plant,0
173681,36140,Ltcp137,12/1/2025,5,1,400050,12/2/2025,12/2/2025,,1,,,-1,,,Main Plant,0
173682,36140,Ltcp137,12/1/2025,6,1,Gentek 580,12/2/2025,12/2/2025,,1,,,-1,,,Main Plant,0
173747,36154,Ltcp137,12/1/2025,1,10,528802,12/9/2025,12/2/2025,,10,,,-1,,,Patio Door Plant,0
173748,36154,Ltcp137,12/1/2025,2,1,528202,12/9/2025,12/2/2025,,1,,,-1,,,Patio Door Plant,0
173749,36154,Ltcp137,12/1/2025,3,1,528215,12/9/2025,12/2/2025,,1,,,-1,,,Patio Door Plant,0
173750,36154,Ltcp137,12/1/2025,4,2,528634,12/9/2025,12/2/2025,,2,,,-1,,,Patio Door Plant,0
173751,36154,Ltcp137,12/1/2025,5,1,528021,12/9/2025,12/2/2025,,1,,,-1,,,Patio Door Plant,0
173752,36154,Ltcp137,12/1/2025,6,1,400050,12/9/2025,12/2/2025,,1,,,-1,,,Patio Door Plant,0
173933,36195,Ltcp137,12/4/2025,1,1,CS1152,12/8/2025,12/5/2025,,1,,,-1,,,Main Plant,0
173934,36195,Ltcp137,12/4/2025,2,1,STAIN REDUCER,12/8/2025,12/5/2025,,1,,,-1,,,Main Plant,0
173935,36195,Ltcp137,12/4/2025,3,10,528802,12/8/2025,12/5/2025,,10,,,-1,,,Main Plant,0
173936,36195,Ltcp137,12/4/2025,4,4,528219,12/8/2025,12/5/2025,,4,,,-1,,,Main Plant,0
173937,36195,Ltcp137,12/4/2025,5,2,528111,12/8/2025,12/5/2025,,2,,,-1,,,Main Plant,0
173938,36195,Ltcp137,12/4/2025,6,2,528021,12/8/2025,12/5/2025,,2,,,-1,,,Main Plant,0
173939,36195,Ltcp137,12/4/2025,7,2,585022,12/8/2025,12/5/2025,,2,,,-1,,,Main Plant,0
173940,36195,Ltcp137,12/4/2025,8,2,400050,12/8/2025,12/5/2025,,2,,,-1,,,Main Plant,0
173941,36195,Ltcp137,12/4/2025,9,1,Gentek 5H6,12/8/2025,12/5/2025,,1,,,-1,,,Main Plant,0
173942,36195,Ltcp137,12/4/2025,10,2,Gentek 580,12/8/2025,12/5/2025,,2,,,-1,,,Main Plant,0
173943,36195,Ltcp137,12/4/2025,11,1,Gentek 509,12/8/2025,12/5/2025,,1,,,-1,,,Main Plant,0
174101,36239,Ltcp137,12/8/2025,1,1,528021,12/11/2025,12/8/2025,,1,,,-1,,,Patio Door Plant,0
174102,36239,Ltcp137,12/8/2025,2,5,528802,12/11/2025,12/8/2025,,5,,,-1,,,Patio Door Plant,0
174103,36239,Ltcp137,12/8/2025,3,1,528214,12/11/2025,12/8/2025,,1,,,-1,,,Patio Door Plant,0
174104,36239,Ltcp137,12/8/2025,4,1,Gentek 554,12/11/2025,12/8/2025,,1,,,-1,,,Patio Door Plant,0
174105,36239,Ltcp137,12/8/2025,5,2,528925,12/11/2025,12/8/2025,,2,,,-1,,,Patio Door Plant,0
173617,36123,Ltcp137,11/28/2025,1,1,CS0445,,12/1/2025,,0,,,0,,,Main Plant,0
173618,36123,Ltcp137,11/28/2025,2,1,528110,,12/1/2025,,0,,,0,,,Main Plant,0
173619,36123,Ltcp137,11/28/2025,3,30,528802,,12/1/2025,,0,,,0,,,Main Plant,0
173620,36123,Ltcp137,11/28/2025,4,1,70024,,12/1/2025,,0,,,0,,,Main Plant,0
173621,36123,Ltcp137,11/28/2025,5,1,528304,,12/1/2025,,0,,,0,,,Main Plant,0
173622,36123,Ltcp137,11/28/2025,6,1,528111,,12/1/2025,,0,,,0,,,Main Plant,0
173623,36123,Ltcp137,11/28/2025,7,1,Gentek 5X2,,12/1/2025,,0,,,0,,,Main Plant,0
174245,36275,Ltcp137,12/10/2025,1,10,528802,,12/10/2025,,0,,,0,,,Main Plant,0
174246,36275,Ltcp137,12/10/2025,2,1,70024,,12/10/2025,,0,,,0,,,Main Plant,0
174247,36275,Ltcp137,12/10/2025,3,1,Gentek 554,,12/10/2025,,0,,,0,,,Main Plant,0
174248,36275,Ltcp137,12/10/2025,4,1,528925,,12/10/2025,,0,,,0,,,Main Plant,0
174249,36275,Ltcp137,12/10/2025,5,1,70131,,12/10/2025,,0,,,0,,,Main Plant,0
174250,36275,Ltcp137,12/10/2025,6,1,528219,,12/10/2025,,0,,,0,,,Main Plant,0
174251,36275,Ltcp137,12/10/2025,7,1,528111,,12/10/2025,,0,,,0,,,Main Plant,0
174252,36275,Ltcp137,12/10/2025,8,2,528021,,12/10/2025,,0,,,0,,,Main Plant,0
174253,36275,Ltcp137,12/10/2025,9,1,585022,,12/10/2025,,0,,,0,,,Main Plant,0
174254,36275,Ltcp137,12/10/2025,10,1,400050,,12/10/2025,,0,,,0,,,Main Plant,0
174255,36275,Ltcp137,12/10/2025,11,1,Gentek 5H6,,12/10/2025,,0,,,0,,,Main Plant,0
174256,36275,Ltcp137,12/10/2025,12,1,Gentek 502,,12/10/2025,,0,,,0,,,Main Plant,0
174257,36275,Ltcp137,12/10/2025,13,1,Gentek P31,,12/10/2025,,0,,,0,,,Main Plant,0
174258,36275,Ltcp137,12/10/2025,14,1,METALLIC BLACK CHROME,,12/10/2025,,0,,,0,,,Main Plant,0
174259,36275,Ltcp137,12/10/2025,15,1,NC0024L3.2-CLEARCOAT  30 %,,12/10/2025,,0,,,0,,,Main Plant,0
174288,36282,Ltcp137,12/11/2025,1,1,MATT BLACK,,12/11/2025,,0,,,0,,,Main Plant,0
174438,36323,Ltcp137,12/15/2025,1,1,CS0142,,12/16/2025,,0,,,0,,,Main Plant,0
174439,36323,Ltcp137,12/15/2025,2,1,STAIN REDUCER,,12/16/2025,,0,,,0,,,Main Plant,0
174440,36323,Ltcp137,12/15/2025,3,1,528110,,12/16/2025,,0,,,0,,,Main Plant,0
174441,36323,Ltcp137,12/15/2025,4,1,528925,,12/16/2025,,0,,,0,,,Main Plant,0
174442,36323,Ltcp137,12/15/2025,5,1,70131,,12/16/2025,,0,,,0,,,Main Plant,0
174443,36323,Ltcp137,12/15/2025,6,1,528927,,12/16/2025,,0,,,0,,,Main Plant,0
174444,36323,Ltcp137,12/15/2025,7,1,528219,,12/16/2025,,0,,,0,,,Main Plant,0
174445,36323,Ltcp137,12/15/2025,8,1,528215,,12/16/2025,,0,,,0,,,Main Plant,0
174446,36323,Ltcp137,12/15/2025,9,2,528111,,12/16/2025,,0,,,0,,,Main Plant,0
174447,36323,Ltcp137,12/15/2025,10,8,528634,,12/16/2025,,0,,,0,,,Main Plant,0
174448,36323,Ltcp137,12/15/2025,11,3,528021,,12/16/2025,,0,,,0,,,Main Plant,0
174449,36323,Ltcp137,12/15/2025,12,1,585022,,12/16/2025,,0,,,0,,,Main Plant,0
174450,36323,Ltcp137,12/15/2025,13,3,400050,,12/16/2025,,0,,,0,,,Main Plant,0
174451,36323,Ltcp137,12/15/2025,14,1,Gentek 5X2,,12/16/2025,,0,,,0,,,Main Plant,0
174452,36323,Ltcp137,12/15/2025,15,1,Gentek 542,,12/16/2025,,0,,,0,,,Main Plant,0
174453,36323,Ltcp137,12/15/2025,16,2,NC0024L3.2-CLEARCOAT  30 %,,12/16/2025,,0,,,0,,,Main Plant,0
174496,36334,Ltcp137,12/15/2025,1,40,528802,,12/16/2025,,0,,,0,,,Main Plant,0
